iy,ix,dx,dy,comb_score,p_jitter,null_median,null_q95,null_q99,q_bh
2,7,0.46875,0.15625,2.0388294572392516,4.999750012499375e-05,0.9282932715169159,1.1672604741510133,1.2865450670279814,4.999750012499375e-05
2,8,0.53125,0.15625,2.038966498828674,4.999750012499375e-05,0.9303043837889864,1.170216080154729,1.2937394017851878,4.999750012499375e-05
2,9,0.59375,0.15625,2.0383735616799084,4.999750012499375e-05,0.9287611772373316,1.1718956632826263,1.2856147392307413,4.999750012499375e-05
2,10,0.65625,0.15625,2.0373130507239043,4.999750012499375e-05,0.9276083947566665,1.166653596129282,1.2878476449582439,4.999750012499375e-05
2,11,0.71875,0.15625,2.0390151154274103,4.999750012499375e-05,0.928092073448163,1.172105644461948,1.289660988090938,4.999750012499375e-05
2,12,0.78125,0.15625,2.0423411457083334,4.999750012499375e-05,0.9282139411986734,1.1754999644398283,1.2922811067475637,4.999750012499375e-05
2,13,0.84375,0.15625,2.0406707633153487,4.999750012499375e-05,0.9289331121960229,1.1705950140904644,1.2914442136323303,4.999750012499375e-05
2,14,0.90625,0.15625,2.042302350843899,4.999750012499375e-05,0.9271934063575648,1.1692987308472096,1.2857691588445908,4.999750012499375e-05
2,15,0.96875,0.15625,2.0393334085473467,4.999750012499375e-05,0.9245903910375564,1.1707611309291124,1.2904605175910777,4.999750012499375e-05
3,0,0.03125,0.21875,2.040702449130696,4.999750012499375e-05,0.9252281333639761,1.1716918736246662,1.2913796242355513,4.999750012499375e-05
3,1,0.09375,0.21875,2.035771985517004,4.999750012499375e-05,0.9212282288510953,1.1630619691541657,1.2800031741996496,4.999750012499375e-05
3,2,0.15625,0.21875,2.035539968154765,4.999750012499375e-05,0.9223880803688904,1.1650417790899732,1.2873298953782897,4.999750012499375e-05
3,3,0.21875,0.21875,2.0410998309240735,4.999750012499375e-05,0.9280674563300304,1.174500018184214,1.2940744204175003,4.999750012499375e-05
3,4,0.28125,0.21875,2.0376193188264753,4.999750012499375e-05,0.923683677151546,1.170605084271683,1.2981523156356367,4.999750012499375e-05
3,5,0.34375,0.21875,2.0425452333526564,4.999750012499375e-05,0.9278331312744519,1.1692314406166964,1.2887709781943766,4.999750012499375e-05
3,6,0.40625,0.21875,2.043245048295845,4.999750012499375e-05,0.9286063337688473,1.177418910113785,1.2984377666472013,4.999750012499375e-05
3,7,0.46875,0.21875,2.0414934907786644,4.999750012499375e-05,0.9299927496587637,1.1705696941950299,1.2947975378659382,4.999750012499375e-05
3,8,0.53125,0.21875,2.0375474563035523,4.999750012499375e-05,0.9264706195188614,1.1686568594306017,1.288947702375864,4.999750012499375e-05
3,9,0.59375,0.21875,2.038066245323532,4.999750012499375e-05,0.9267712308384894,1.1671762743465635,1.2952280732203774,4.999750012499375e-05
3,10,0.65625,0.21875,2.037872571963111,4.999750012499375e-05,0.9267143919432892,1.1729794504575277,1.2992564864131904,4.999750012499375e-05
3,11,0.71875,0.21875,2.0432732138579595,4.999750012499375e-05,0.9309923770246062,1.1753149930240405,1.2943372461464608,4.999750012499375e-05
3,12,0.78125,0.21875,2.0406392130932822,4.999750012499375e-05,0.9246259643869807,1.1703577776767884,1.2960927251176055,4.999750012499375e-05
3,13,0.84375,0.21875,2.04102973459756,4.999750012499375e-05,0.9262748090065951,1.1677095153503574,1.2921274651487684,4.999750012499375e-05
3,14,0.90625,0.21875,2.037712530906953,4.999750012499375e-05,0.9244611817227277,1.1701339328187845,1.291352014126639,4.999750012499375e-05
