n,gamma
24793,21783.2783702347458553528158033282852
24794,21783.5400662651889465755850486209926
24795,21784.7705317642925495569297839833866
24796,21785.8784519147933089114387440633550
24797,21786.0669600636785415852888571355495
24798,21786.8243303905876576245841687928183
24799,21787.5281031859598519080514039069083
24800,21788.1356234614547341372586037545614
24801,21789.0852787681954966865452999996190
24802,21789.6863675402418859900270274565410
24803,21790.5568252620728007874856069898361
24804,21791.3937356247619288408051361935560
24805,21792.7702099769812051544746098693997
24806,21793.1712235859327558036448971600917
24807,21793.8816006912553186355812327960965
24808,21794.4308895188974571151599241556061
24809,21795.0702070063366275852249953552720
24810,21796.4505701374256245163516619297069
24811,21797.0142803276573520319883221098499
24812,21797.4374980911170249243220909342860
24813,21798.3848809818488905652948077635589
24814,21798.8721522282220566813955602687869
24815,21799.7161271996105288728597920150730
24816,21800.6035555828507957548600944917005
24817,21801.6747947722035074555414142184667
24818,21802.6767772479125749001297262914190
24819,21803.1787517787645290071762058681722
24820,21803.7985805072674861011524111581161
24821,21804.8873605635877630677490468712084
24822,21805.3054986223184444456859898016920
24823,21805.7516554270476746647810215337064
24824,21806.6721425193822721999732862803295
24825,21807.4866517257974342674478027984712
24826,21808.3886866589108098511505293650566
24827,21809.5335613156976872296482387293524
24828,21809.8489764586355577762226907442680
24829,21810.5947030261610858816776554337162
24830,21811.7308603900200646875295369155397
24831,21812.4765602697078395730164803313367
24832,21813.0777064013756975539448831362699
24833,21813.8625373207876105881552018234799
24834,21814.6632550293648025951561733754021
24835,21815.3974335057492200871017022758137
24836,21816.1096213082567943112501214433603
24837,21816.6070072596610234166329620989350
24838,21817.4591362918847284527003385840226
24839,21818.0095427158894521931130346538383
24840,21819.6334914086338918118923113922641
24841,21820.3722899543517074486089184185540
24842,21820.8881264851427360545319892987077
24843,21821.6318621171899722784541440663227
24844,21822.3951031399993206009491422014360
24845,21822.9046224178386730994827496257737
24846,21823.5281425563206184484698931361510
24847,21824.9079570702908328794863721116647
24848,21825.3147905307329504270990639755828
24849,21825.9148702278902438062232218062927
24850,21826.7002595071881400257190580138456
24851,21827.7514304473084946415825323966148
24852,21828.6412672210782390196014395239973
24853,21829.2652141769081758724090168258059
24854,21829.8850659024456718730644742367354
24855,21831.1441392867605265201049805181162
24856,21831.7721839174024501348450136828534
24857,21832.5658484921888379337026332952823
24858,21832.8993442380544175674572458357625
24859,21833.5777855246584256086324755009362
24860,21834.3694451770259873191577881719829
24861,21835.1771802662467987384432139292893
24862,21836.0943043368823437547263237117995
24863,21837.0466752848603263390750794169990
24864,21837.9762926264282990714761440930306
24865,21838.7263631120424720509560178654467
24866,21839.3571906482558233539595160830729
24867,21839.9549598289897946766853867006457
24868,21840.7883021035535026009868913527573
24869,21841.6463934891292209688564363498444
24870,21842.0870592810373457330020487133344
24871,21843.2892611068300073939383240933190
24872,21843.8640029853522192489676171738723
24873,21844.5109134182164144849211647788401
24874,21845.1474985152474744549934440150495
24875,21845.8549494870043494052077810274531
24876,21847.3418402213142215112952979697044
24877,21847.9652193509758809439271485336015
24878,21848.8792610839847040725948447116539
24879,21849.4198816408659949475882478953930
24880,21849.7055949583684036566853011053979
24881,21851.0712289943201995760537490894184
24882,21851.4435449912048247318823246120580
24883,21852.2304613752728056375061074100941
24884,21852.5471802190548801482979424156134
24885,21854.0684559484046039710023421216089
24886,21854.6079573597584811931043535021938
24887,21855.6201875304186982424970947802288
24888,21856.4614498698615656600351323011806
24889,21857.0350822214656057383391330829722
24890,21857.5184363359624907825920061176854
24891,21858.7082247521497670274599813462533
24892,21859.3685876666447850240723198972845
24893,21860.2442130342361841864560061378977
24894,21860.8520165388754356498173756453054
24895,21861.3469531485914900882734370560951
24896,21862.1388635416900594482740007666128
24897,21862.8456875173985619113771900392290
24898,21863.8390095318699825640042099160664
24899,21864.9145291369329524031176670921322
24900,21865.5016768571288211599886155447044
24901,21866.6244649795227888488032969587125
24902,21867.3869085682826465626315954976651
24903,21867.7623516287848231159219976799251
24904,21868.1835783902342620553130831986825
24905,21869.1962856613992026619319367405449
24906,21869.8013024708686453122049064517785
24907,21871.1629586066009507740087456159234
24908,21871.4985409938385119831720277465406
24909,21872.0660182933982703070030808504222
24910,21873.2270089260691002982768048859432
24911,21873.9760022438769204779297726521197
24912,21874.8549601602859273827699466052934
24913,21875.5018649330138245268972257896205
24914,21876.4294720975586645576007750951563
24915,21877.0898857622116912519842034435321
24916,21877.9612182323018832642117624754375
24917,21878.4928347417488699480689499746709
24918,21879.1843629167859123289524620128359
24919,21879.9429805818907981389059635447331
24920,21880.6004011996970561616496933632980
24921,21881.1136806816278294049438276397283
24922,21882.9301479259604972082766288676729
24923,21883.5733236778351919196618686535906
24924,21883.9833632836640555050060032452880
24925,21884.6612778944577580562306889029123
24926,21885.4847006250103774907866872668005
24927,21886.4142835510406039567283925811286
24928,21886.8072153134590456725358620604702
24929,21887.9726074720264309729851659179608
24930,21888.3055335551396055056451539419569
24931,21889.3079922369353842301704147603753
24932,21889.9755873782666023326935518749277
24933,21891.0498186012876741444076956973962
24934,21891.2440595945108535767739456151690
24935,21892.4531470299721190206172001254274
24936,21893.6316113239866465204806524959401
24937,21894.0823349024129053799721846681648
24938,21894.8955409822055365280766893055238
24939,21895.6721628975582285646030678322320
24940,21896.2470077798078177692429847439517
24941,21896.7016563610955385282251976854353
24942,21897.5224121439893731675306356077441
24943,21898.4870555069994767651268581133745
24944,21899.3022848603270377722124726280968
24945,21900.0325781371103140093231430240580
24946,21901.2148131147220381607839307948357
24947,21901.6859161428955641996845457891805
24948,21902.8414793648723881819790049937160
24949,21903.2388085036041348245903752317900
24950,21903.6189862188589812103412838211414
24951,21904.7222006300205266827908779203657
24952,21905.8532093881867278886241915200348
24953,21906.3219988304192357517404351310372
24954,21906.9349470132454579179929504427644
24955,21907.6499409915624367073506218216140
24956,21908.0335355399921877213070776099040
24957,21909.4582148133583500569437370268922
24958,21910.1911344305213962369504419572301
24959,21911.3461648396833954022322586672737
24960,21911.7993380161291711606886039390841
24961,21912.6090615348134462927885247837990
24962,21913.2672722401917335037582207847654
24963,21913.9498383561911962020806562319684
24964,21914.6268469633646986582003556230305
24965,21915.3008749570404014409838549835119
24966,21916.1182256871039648078685169836237
24967,21916.9688221091571162921630179320953
24968,21917.9529386074614827067332184408904
24969,21918.6588737235707496560542225212678
24970,21919.5114199743094267713592073265859
24971,21920.1573477975133854360528643185715
24972,21920.7508172325516075354652950152378
24973,21922.1514009280731232300294221227761
24974,21922.6688708910534830684041805812820
24975,21923.1851393133198149641766176047056
24976,21923.6959283196773216452167927625678
24977,21924.9269396158992887079458490051638
24978,21925.4711484173524522700503908677636
24979,21925.8176075686652124191513054498279
24980,21926.8228228710362240315698305107315
24981,21927.9564238894755648434604582396054
24982,21929.1002325851710527474781029639694
24983,21929.7693896904613269778792614870194
24984,21930.1107105005490500235490517975421
24985,21930.9966524781944824989455454712931
24986,21931.5210272756684487026361797359456
24987,21932.3260488164080414830196824100007
24988,21933.3204959602828074849198999321906
24989,21933.8621371967114783083230416481331
24990,21934.9636651602038470102055157728776
24991,21935.3980959639379561527455533378862
24992,21935.8988604201105649676180977239283
24993,21937.3143721691172671267364224633984
24994,21938.0589838143526887573620310244870
24995,21938.6356373660322976503617167854050
24996,21939.5166449629062801455701257521764
24997,21940.3694170786579993675747926894552
24998,21941.2195249106969323610313693145373
24999,21941.6441217557040090269343710896465
25000,21942.5924301325946844641589829186728
25001,21942.6611012977870528178578208523692
25002,21943.6274338067717963108634381906164
25003,21944.8316585210433792248191057297963
25004,21945.7650102123914459203937837927292
25005,21946.4647470750576452879204425181767
25006,21947.2457786582223175475494584638377
25007,21948.0859634403876496250160660914021
25008,21948.6282805528131322823848127327454
25009,21949.4585872769039893155697869343041
25010,21949.9989203860680335622992213683093
25011,21951.0779064834764386237811238074461
25012,21951.8996332679170216794017644796029
25013,21952.1577018240998885446542962163831
25014,21953.2603643810487661052670139660456
25015,21953.8752365270234512721112935771999
25016,21954.5555536358204405196230881302214
25017,21955.5086978389115517554041020010892
25018,21956.9852357926023767654992847106368
25019,21957.2681822594649286478070751869628
25020,21958.0502894624843515582161812380038
25021,21958.7436193654582867991758886722127
25022,21959.1767171738418834765444920983039
25023,21960.0477198416897008228396525056583
25024,21960.9439044233903411328175533846754
25025,21961.6117224506162826621262543646685
25026,21962.2241156670732150251478352256995
25027,21963.1778927231586726366328268346879
25028,21964.4872083120393140748746874274810
25029,21965.0769430433831981983275288893439
25030,21965.3432659587944366076574644158431
25031,21966.4096822777839190581276649159067
25032,21967.1994872958500142924913395093204
25033,21967.9177401770400119496424846443883
25034,21968.9723459096137248160719378990336
25035,21969.4594836709285248131008988559089
25036,21970.0568304447694919591752777266513
25037,21970.5937279423717945235509008707873
25038,21971.7400168880727507724395558326500
25039,21972.0178682227853172249237887117506
25040,21973.6712903806553804297149279781968
25041,21974.4435953914693806419035762715609
25042,21974.7336821955178585749118682348946
25043,21975.9701312261983080606055402433060
25044,21976.3327172669984546577645143340485
25045,21977.3212377491002656370992983782586
25046,21977.7082070339761435321554772307620
25047,21978.1666456021812365991195209612025
25048,21979.5726821740627750876043946306649
25049,21980.3336220799474588060704842520157
25050,21980.9025789489531278690252570379788
25051,21981.5217001068945292547536701561925
25052,21982.5798455711090322838568756521574
25053,21983.3841392584402101241178223196419
25054,21984.2728875210103548621109163105571
25055,21984.9895821538451830783198680018547
25056,21985.6797644371250468614676016896164
25057,21986.5553511073220202331159987515023
25058,21987.0803315500131725474982349832063
25059,21987.9001657273013246380472946522884
25060,21988.4217511096831093956884937885968
25061,21989.2296235336711086226934500869021
25062,21989.8252937501763012472040272959223
25063,21991.2301191655197639712476513486016
25064,21991.9757876462253855930990753049141
25065,21993.1067760621269594743432781774587
25066,21993.3455239613530218148638137172636
25067,21993.9182428110916805727300624531490
25068,21994.5812843296234115358893749605622
25069,21995.8328159992138889884156800726548
25070,21996.4107032625878312657143625864999
25071,21997.1315967929864918086304294834983
25072,21997.7762700934518089158060626761129
25073,21998.4923849737740556571553518528001
25074,21999.3764855356100927821631407554509
25075,22000.2350385659777008657310812135607
25076,22001.0731644298926226259901225561303
25077,22001.7259575504723440182154359681988
25078,22003.0230962939912130414150430058280
25079,22003.6493139071245920216184854029546
25080,22004.0954382236838728197308302741441
25081,22004.6447724541706358674470264614108
25082,22005.6403564563751574175788057822933
25083,22006.0953686464819129631792413736514
25084,22006.8509610013013078420121055704294
25085,22007.8744853531703019929800108992695
25086,22008.8618666172571651837071497717607
25087,22009.5552611147045573018821311694956
25088,22010.3022371328595227513653896973342
25089,22011.2910042199690479333015601025308
25090,22011.8541144613464684390459165370835
25091,22012.4269396071215103346714497745577
25092,22013.4687331725396430654439073264072
25093,22013.9790660750640317094003782295029
25094,22014.9136115288061133416413522061518
25095,22016.0078623183744777061330917272209
25096,22016.0523141410326578412874216887375
25097,22016.7770314178426521542734425145754
25098,22017.5039570010740175388408093214812
25099,22019.0746382958770099187234099303245
25100,22019.8456875323465604514891862216349
25101,22020.4570759233230433764092211516556
25102,22021.0754216640173357946811096929433
25103,22021.8313446323471849718443095058881
25104,22022.6793394090901659310015960619749
25105,22023.2280869516383339815510028165213
25106,22023.7122693083492582523420233737192
25107,22025.0346890498905067082701221917005
25108,22025.2974851798196211755677825573604
25109,22026.4455110097197472006752226205343
25110,22027.2064712452747932115740865436183
25111,22028.2138113530652630034060525932176
25112,22028.6342820742982963542414694001951
25113,22029.5450278326845495673306817123553
25114,22030.2042701060426613477058373029144
25115,22031.5562149992111811003828814929340
25116,22031.8311243072144035256585795745502
25117,22032.5112383348532919934729399802638
25118,22033.2748612262705007691207190489642
25119,22033.6290800712842856253572397842404
25120,22034.8389996678606462573796822224311
25121,22035.5316435921580908199788747791967
25122,22036.1616323602902212978199417720794
25123,22037.7575534726410723921556458447001
25124,22038.1572717775175172857884107774688
25125,22038.8605519437719415890596663476753
25126,22039.6306699844068372550140660765162
25127,22040.2700636057160783144673380619419
25128,22040.5981415874420799819536584648715
25129,22041.8515083251320585754714792932045
25130,22042.7167735910661760543254037310217
25131,22043.3486400770137586341757705857645
25132,22043.7802080746134609683362072840781
25133,22044.9185715984365454429340171348675
25134,22045.4570196041114376179644978693453
25135,22046.5298989667708978305346834701300
25136,22047.3863366592588157444690759293948
25137,22048.4346476310062061858688682572164
25138,22048.6105636645700723275039307014098
25139,22049.5093236784140891906243744159389
25140,22050.5466801923876421836419452732141
25141,22050.9011377793720991960517422319068
25142,22051.6636544493105815532112945722945
25143,22052.1034530117777820776309996709160
25144,22053.0481658809131969846769612121552
25145,22054.3816222429161587235830556809818
25146,22055.2196279064403954639960834510812
25147,22055.9004627129055809041539570547986
25148,22056.2336163567645678860488057016807
25149,22057.3263608842564944750994042567011
25150,22058.0921479213648255628047219412924
25151,22058.6165150533544689836558477950012
25152,22059.6430526126752211255400081066378
25153,22060.1541389195691729996486176791311
25154,22061.0630551338896387398554831685679
25155,22061.8181537277823076309780346227441
25156,22062.2054288271510108253841365707294
25157,22063.2105224173865246887830941990269
25158,22064.1315487854903044031765106420369
25159,22065.1451663226477027992688029549717
25160,22065.9286534369039086799406240957448
25161,22066.8243427339670043893492690709030
25162,22067.3662345003606559512332939637926
25163,22067.7651756465372452602204914730874
25164,22068.4585782810810424716114467338806
25165,22069.4580586531230405823271549891988
25166,22070.0404369757893726696853625826787
25167,22071.1999329938084265891764551769338
25168,22071.6580609970357711593214079850334
25169,22072.4110849988951850945659991851787
25170,22073.8643238865353088746441470495639
25171,22074.2749591250287796709005996093069
25172,22074.8522871355306300402835172511323
25173,22075.4580888851312669753853739590230
25174,22076.6248523289253135910164187288179
25175,22077.5866963966016194044864191003535
25176,22077.8799429413479463319775987652269
25177,22078.6825710657037226807111775572332
25178,22079.2705464250938404253930760854610
25179,22080.2087644278441208535681203092085
25180,22080.4561703270093849234200756792143
25181,22082.1725177551757070461523082005326
25182,22082.7734804076731874613919484406736
25183,22083.7005725652625332324872403116935
25184,22084.2370988165491669519792182403282
25185,22085.0427514474634492952356363378138
25186,22085.4995261530030274646896437789570
25187,22086.4902408134566597800329886201136
25188,22087.2328234331999034741609683537565
25189,22087.5399277027607231110581403201492
25190,22088.7656749122773087001789122863555
25191,22089.7460841921332584578937641591648
25192,22090.0576711240101979664334989779822
25193,22091.1478571262487319442160058635507
25194,22091.6294314479356241691966724738982
25195,22092.7735850997829910984427112816116
25196,22093.8482867873571347333219748420119
25197,22094.1307446076728688850973088650508
25198,22094.9830787842110869259532150164844
25199,22095.7344535874493518698540783471766
25200,22096.2270515125354523187544189985587
25201,22097.2431355381816390570431421815749
25202,22097.7366582076787637227383571512740
25203,22098.2765443757991693197552903218462
25204,22099.6078910157678913676047035643941
25205,22100.6075993448107998402402212965120
25206,22101.3336172009431778868695598858974
25207,22102.0728492138143772509732681424113
25208,22102.5489398835936913385078831267695
25209,22103.4670346853176100243333725888086
25210,22103.7945002387675925501212343286083
25211,22104.9518805817364285155362853963061
25212,22105.9945201911548663471133299554136
25213,22106.4977936883075611694028430029572
25214,22106.7921883722015367308897807980215
25215,22107.6775088205828915643033652172247
25216,22108.8327578347133672086180951616707
25217,22109.5670934938807674518150144824221
25218,22110.4434816085653255828447664446490
25219,22111.2833987334107707317874165831868
25220,22111.9691100414704166257890124163163
25221,22112.9084898129138809105551874986861
25222,22113.5037923094071880042674258953531
25223,22114.0130653160422124807964335628668
25224,22114.4120280840068526991187395687583
25225,22115.4737399197138038102238386708038
25226,22116.5704686436894813890148308487409
25227,22116.9768164294023946336945021061542
25228,22118.3095862205330489095658336949488
25229,22118.8291210978402546107061731733807
25230,22119.7192180549065851103380108493308
25231,22120.1790567905603239179670125979211
25232,22121.2586769140850069806963665970478
25233,22121.8656541793457489247239297840751
25234,22122.6027080647660560461351106941174
25235,22123.4954760051567587606732158093333
25236,22123.9961760388758054277668400069008
25237,22124.9049841829622467079864007742959
25238,22125.5427017341921725294273788453130
25239,22126.0798913885885773418754071671660
25240,22126.9831082506370388390086073596836
25241,22128.5605047724945711137459669746149
25242,22129.1930496251391601229687400765645
25243,22129.7548671695148975488466667397481
25244,22130.0247613079581806986108791044738
25245,22131.1769567583274736809615817073850
25246,22131.7061710501171641546994523850155
25247,22132.5499080639695631021526708523040
25248,22133.2011454464783130823788186823204
25249,22134.0785489868233506048414885694373
25250,22134.7525604207282449406683968032679
25251,22135.8323070662175890900577574781912
25252,22136.4485270333026234944887985767850
25253,22137.3609644825222392066823372039673
25254,22138.1940916727968985365928963304467
25255,22138.5094070155552067694939730107902
25256,22140.0104720730556702159848506140336
25257,22140.3297785996715333125841705706830
25258,22141.1106692393765835210696464885174
25259,22141.9125255371791258546282969544232
25260,22142.3685262849793474240639221797631
25261,22142.9038453270369020992700655193021
25262,22143.9159934925856941792064242045021
25263,22145.1071734002452243482882747079721
25264,22145.9139960220412806980977853700258
25265,22146.4844884436052192757689382972187
25266,22147.5889216551731676751360251821806
25267,22148.2672269216488416981259296098867
25268,22148.6576661702518193713613480054331
25269,22149.3164120761200158683593866157499
25270,22150.0930424735498638707175175062760
25271,22151.2687974710227491298724700178318
25272,22151.7553459234304812026700804908866
25273,22152.6520126948616303779768127667788
25274,22153.2715263381844559976797977668558
25275,22153.7159333801766937741934212729663
25276,22155.3273068539811257105711889795147
25277,22155.6030571888079217112312895521320
25278,22156.6678550193428903364157458697985
25279,22157.5916620843548280929901723348377
25280,22158.1529143825304276615052389304256
25281,22158.5698848981800618981876925273532
25282,22159.4593771212317323133212270626485
25283,22160.4338005123774703640116139920904
25284,22160.6572000982331862004641600917487
25285,22161.5444465250863869682097736737868
25286,22162.4149082070834168468621037693551
25287,22163.9845257083668322504000200423700
25288,22164.2018085077963983470126001371417
25289,22165.1290060160614491601635417414904
25290,22165.6578093278445411970477251020982
25291,22166.2255592502575909947477905540179
25292,22167.3909630351056129266810537779288
25293,22168.2342651974081190101881611664826
25294,22168.7160423566909270003577666884020
25295,22169.3414981230346923006807490659545
25296,22170.2378651900256532877854909822761
25297,22170.9016575036285835366215171927227
25298,22171.7282815061367328280382151575656
25299,22172.3612900126924267287450900600674
25300,22173.7542017801014292480797282068026
25301,22174.3217727222959414845636208898288
25302,22175.3544254911763726319270430176077
25303,22175.6476383972100166276591672253518
25304,22176.5892550149094511133887422494910
25305,22177.1280295223103334889334123753984
25306,22177.6736310817485775113778972865186
25307,22178.4637366911944596570206709102471
25308,22179.6768435126740722072374516138333
25309,22180.2962098408537520727072006694885
25310,22180.9145953041177719018188093263874
25311,22181.9686119626108431224491035270012
25312,22182.7104480423267707211811841980370
25313,22183.5513433718939337214704356094144
25314,22184.2913691160898034092038658912206
25315,22184.8575300830295631176047801931528
25316,22185.6054758326171968992228245697980
25317,22186.9047544986301593643645958574800
25318,22187.2278778253494011641571454278900
25319,22187.7425184800762411839070245180400
25320,22188.3972308106173324647688473584095
25321,22189.2043426047531600883915971691991
25322,22190.1864503752989034516600859944978
25323,22191.6716134608330176200681191555327
25324,22191.9191228661758373803282653801602
25325,22192.8805380388803515821841650048711
25326,22193.3487786427324291925501261405374
25327,22194.1846454329956636957781690934001
25328,22194.8635038686602261770385202523798
25329,22195.5435456609352358986742344616842
25330,22196.3343369716281957759224028353310
25331,22197.3766173888357328867098165800952
25332,22197.7118397315746677111415809629641
25333,22198.6081008021285778843219727908505
25334,22199.8711346437179317840823058776044
25335,22200.2924922060060529627721703814616
25336,22200.7304421041864435746180255853171
25337,22202.2570484213855708962202626539127
25338,22202.7936187688126014815678013354980
25339,22203.6854247367374768378886611881596
25340,22204.1619139325522927081797453649517
25341,22204.6091636372142563545530863436026
25342,22205.5393243653907780328215469700150
25343,22206.3669049050746161891256087437270
25344,22206.9364611595938502382690621789591
25345,22207.7788514640613875893240115463442
25346,22208.9802955010161706703999405292870
25347,22209.8318539276531966890356842954713
25348,22210.6244925742289486973867060804130
25349,22211.0909674995411416910806065211652
25350,22211.7428366729439247379585712020777
25351,22212.5129983052670339775088215660427
25352,22213.3543778592987700028567055852963
25353,22214.1628809450359907248516183599878
25354,22215.0497490730599521736014283119958
25355,22215.5786506220254392833598347127726
25356,22216.3932969576928686987269909772659
25357,22216.6813515604062608491699769377003
25358,22218.0109534630940954881033605990622
25359,22219.2075604468127065205761054880950
25360,22219.6240914577297947187647549589675
25361,22220.4067662571936168650832276374181
25362,22221.2007754722191151867691682313064
25363,22222.0080733211364547453757669465599
25364,22222.5969419460216119385294762170524
25365,22223.1279948874143988446978005006254
25366,22224.0472086303802633169107070849068
25367,22224.3097749580456959019221202396482
25368,22226.0362643349552554330785419348249
25369,22226.4392795477894264868290733725944
25370,22227.2430168029928005020349561231421
25371,22228.1608642038442451777579410343741
25372,22228.8203178125046020360791926000388
25373,22229.6066011396303622061804922740326
25374,22230.1588248116721185107226219805225
25375,22231.4174896254534304050979347884191
25376,22231.9103044088518947876280308708867
25377,22232.2999923953110414558974496360669
25378,22233.4022341780585050488125609044831
25379,22233.9651066914299312602416143980497
25380,22234.5905734352605755314847913431249
25381,22235.4935860564028821845349347676953
25382,22236.5698220210927381280766059610346
25383,22237.6027970224842412698998620257713
25384,22238.3269014171861578228587076138280
25385,22239.1406436018461375889708940010564
25386,22239.2332932820533871382815204694841
25387,22240.0769735053111175347266218509952
25388,22240.8239994093070905623107510199757
25389,22242.0433841706546352566869149011961
25390,22242.4525086145102612065574916771036
25391,22243.1540365797529253616809650339537
25392,22244.0206598877522000964036605646973
25393,22244.9940793436784331455829798424214
25394,22245.8498333261821564746190592399821
25395,22246.5492898613130985825643598831730
25396,22247.0555514342647967483150944538174
25397,22248.2356321939856668259759726724560
25398,22248.9347010844867430232334348001839
25399,22249.5681978884300252801346681176670
25400,22250.3955324592246863338466079717094
25401,22250.8083833449282927591039707881999
25402,22251.6746252115729120743890410613763
25403,22252.0545259391791375590392678558326
25404,22253.2716318352882716461326610415859
25405,22254.4270763689481719272143380037476
25406,22255.3372439851859932308655959115215
25407,22255.7467366446159975759483310629249
25408,22256.2476025148122040107467236105549
25409,22257.6696418406524287169413856735435
25410,22257.8661157952890467450766949039868
25411,22258.4609787376589386628859912130732
25412,22259.3641062648991686268656316256097
25413,22260.3762789894530485042669104390699
25414,22261.0391494441025387570821949352526
25415,22261.8453697782640094365805963333861
25416,22262.2279129691984246315929550837559
25417,22263.2801116615497735436164509284209
25418,22264.1630382513933447722317777807620
25419,22265.2974565504691951640902887663706
25420,22265.9304233763369772608418589543685
25421,22266.5026458343238313832357931995051
25422,22267.1166264222408993165116960535104
25423,22268.1388578630122572066238183862864
25424,22268.6454343224272004983337276481592
25425,22268.9725879723912478475544014903044
25426,22270.3072926222860992502760204043559
25427,22270.7952782353250697000017450977277
25428,22271.7420283003461030089658982200602
25429,22272.9822675380134128276004976459290
25430,22273.7414295513592079922446969441619
25431,22273.9958768695530726437191023654114
25432,22274.9474695351747266267639623681746
25433,22275.3690655444862423340392648403982
25434,22276.5810552730173897700067337784114
25435,22277.4417585659931644815409261328167
25436,22278.0134896909358325215196404344489
25437,22278.5367759369559783832186822329925
25438,22279.0854701350920741178164831284587
25439,22280.1563476294989554615743567506536
25440,22280.9561785361034513118046349552198
25441,22281.9118087273083536044158997385329
25442,22282.7171604034362111957314892124854
25443,22283.8203616135579453144549139805259
25444,22284.1872607010048585182684218846576
25445,22285.0171115630122286494534158802690
25446,22285.5034827026729988800085115827732
25447,22286.2804773642230956594044180987386
25448,22286.9018186377868597702271663290267
25449,22287.8093863192311654367982352191176
25450,22288.7317207529215682648563028654224
25451,22289.5296580440417296370790825229281
25452,22290.3249151595958910022918585419717
25453,22290.9891771088530526524076055734314
25454,22291.9433707103237512915196310659521
25455,22292.6133262905749768660939192338970
25456,22293.5089908304515156076129408645139
25457,22294.2905193296776241928179139910134
25458,22294.7357939953788534900284061600681
25459,22295.6998746371933204988878694161731
25460,22296.3493172123412356140718259044607
25461,22297.2227578886537040965064806806714
25462,22297.6473770862542495126284985204119
25463,22298.0183861697541932382699474776416
25464,22299.9996312144476008425179593130378
25465,22300.6389146768272808577311600747102
25466,22301.0024520156830090820151204871786
25467,22302.1489679151510573351328359958531
25468,22302.4599100392868798368292395345587
25469,22303.1083706728264768646526751347152
25470,22304.1778473157554251759356563173375
25471,22304.7375641076710572261301997489735
25472,22305.5373304148991281746311555898548
25473,22306.4677129582320050031745896897270
25474,22306.9238593778601578411458801340847
25475,22307.8840696568767351955868477143893
25476,22308.7360962020353070285111378153876
25477,22309.6501478201663168204966705028617
25478,22310.2486975978633878605897737825347
25479,22311.0306687387449520260912543673919
25480,22312.3488862968259342356018130763994
25481,22312.5924279431570268593951066310795
25482,22313.3929851174939533145938485348632
25483,22313.7037342311023902288363820710104
25484,22314.5230875832422275490557956875534
25485,22315.5514668016967760317710465111668
25486,22316.1288221883437238606495718301870
25487,22317.4602655149349830186386848418990
25488,22317.8357430732259088602775344416475
25489,22319.0620294039532573444085619895846
25490,22319.7422434330332787813520883016342
25491,22320.2372629325524848647347322538429
25492,22320.8133898450841471181776599476941
25493,22321.7002170952570437305758764601536
25494,22322.5721474689448623201412680651983
25495,22323.4237201019596217181790751556299
25496,22324.2210039836886354823598043709045
25497,22324.4305625569208141134244791966093
25498,22325.5189228632640132668262435498820
25499,22326.1176338161286305016582571887889
25500,22327.1379609910417923834564544631230
25501,22328.4297672349924404280407725975472
25502,22329.0957561763203480303975006591824
25503,22329.3118087064818575138461969285360
25504,22330.3682439732714410147527460560764
25505,22330.8411665301470116656370973303693
25506,22331.9183858451192497954083173504019
25507,22332.3246328985793417406225767348752
25508,22332.8702444352859482974298530420078
25509,22333.9619954094504361194445440010484
25510,22334.7860995686558162256606331730406
25511,22336.0855135557005008377665034122309
25512,22336.4352507793682537817843143584090
25513,22337.0505875739176646927465431956586
25514,22337.8337130613441440321558499976672
25515,22338.8580051039998180210316515181808
25516,22339.7448871854551811384106924333767
25517,22340.0372942842260926894549969745799
25518,22341.1070657755125022706459847967178
25519,22341.7665149161478452000760214321843
25520,22342.1881967795623308243842462662704
25521,22343.0425558983805218746172740629456
25522,22343.8697654716586371324545597305254
25523,22344.8302795760481936346131537483739
25524,22345.8605992053658844088933541678561
25525,22346.8538999344103570496522021955693
25526,22347.1212512769960775096161647440630
25527,22348.1533635383007738221877859266314
25528,22348.5880797754009350330158146774533
25529,22349.2995380496930618942174021221066
25530,22349.7380968608314267079129810627382
25531,22351.2080877545105383131489536939663
25532,22351.7739053743798764078486869528216
25533,22352.4171675155388052775020599989245
25534,22352.9188021283530623583848820842332
25535,22354.2333212407005078467357284875260
25536,22355.0743622887715797268762769381866
25537,22355.5626379967360541365446143187454
25538,22356.3933855385990012004777384143379
25539,22357.2563173493127246982975180458409
25540,22358.1786798707827482782724305876285
25541,22358.6224552365011088433199306209665
25542,22359.3793356854136198545216901708246
25543,22360.1252012290061925623125933840676
25544,22360.4250021533095969319809464499658
25545,22361.4815947654105550697074164533996
25546,22362.5482643844297346351039085369226
25547,22363.7093294891109563867039525068554
25548,22364.3751458580772347575184096609801
25549,22364.7211565477061480326256820177725
25550,22365.6748299420613128930615622211719
25551,22366.2575510656349295244489636957723
25552,22367.0412146225454694620077085687811
25553,22368.0201794051677040643685799818676
25554,22368.6742668512745912116293729056536
25555,22368.9957094287767314284459600573343
25556,22370.3487359981474003951970093222207
25557,22370.9533332335959290835832371346373
25558,22371.3900341579842872577185864282536
25559,22372.4657907741199258763596336555038
25560,22373.3635295524262557078769466734831
25561,22374.4787994923462143280789303089043
25562,22375.0283468164704656820654579040246
25563,22375.7220446806193480334570707277220
25564,22376.1352606111175981788407790072069
25565,22376.9293548448659568030389037892681
25566,22377.8500697507353802485206363375543
25567,22378.3704809372888384724836629227259
25568,22379.1356299251775828885061968989722
25569,22380.1585618481959258857788076731854
