n,gamma
45806,37415.5153371673685248220592701059882
45807,37416.3578178438432969565626080732498
45808,37417.1251185038135727117694770487182
45809,37417.3845763838232240384714745264389
45810,37418.3107961983776448697788868504514
45811,37418.8129268155691285011058123292316
45812,37419.8845908890883777133186972282389
45813,37421.0097268861250253616479979645015
45814,37421.7074778952756705423322467873494
45815,37422.0109065972915417421004525987007
45816,37422.6077679647595106822163480337589
45817,37423.8920053862855946606188734043884
45818,37424.1161965441594616723139961481040
45819,37424.7254895968033463499573020028591
45820,37425.3633187397591738455444478855344
45821,37426.0432060950755793924474472482358
45822,37427.0893400145921766370336904608741
45823,37427.8453744275089944819458998045432
45824,37428.8491000201217306445362028897299
45825,37429.4859936058964851651047636547726
45826,37429.8152576672133059533353573802985
45827,37430.7858113647160976593418143164158
45828,37431.5351283097980648402505666517286
45829,37432.0676624967492318441595203651714
45830,37433.0572944699406906954299369439094
45831,37433.8632380550093224026825454101266
45832,37434.0812876892097377896898637450311
45833,37434.8363785858863556626587186036459
45834,37435.5835547630209193973300550844828
45835,37436.3133622882260913289402855204398
45836,37437.1222990434533201226232973625613
45837,37437.9443200326672253991510992336521
45838,37438.9015274960556927181665362381628
45839,37439.8378856573061774287214011587642
45840,37440.3516941133602278748165540119815
45841,37440.8344456403376578944655820592196
45842,37441.4183297591531467208460390943760
45843,37442.0649092811221428236693770649262
45844,37442.7336932080176081116770663771979
45845,37443.9298730299917652258276932428980
45846,37444.2831985145718659187865288023135
45847,37445.2088163712723475005242642315809
45848,37445.5307210818131692315298859770422
45849,37446.8855960475953153325567719548920
45850,37447.3526236261051245950956056260012
45851,37448.2577932356894888305320508024832
45852,37448.6690043930619863561345234875728
45853,37449.5968680872946971467167550340137
45854,37450.5013940651638442799602064359734
45855,37451.0025625295609344998255078577554
45856,37451.6547607161032732886356893955323
45857,37452.2677311095085606121502694010108
45858,37453.2340483962178557641730710223762
45859,37453.4892885237432882051470139562526
45860,37453.8723893365042540713850945147152
45861,37455.6450702755947380696873177593011
45862,37456.2295758224433889501922973289494
45863,37456.9823598336911374672940114172551
45864,37457.6823861112750700052175333579085
45865,37458.0158969866144087758154292829631
45866,37458.9693356074552656020022120042794
45867,37459.6608525288330003487852729859610
45868,37460.3475732980953031724026086266875
45869,37460.8460452950114832343230822031401
45870,37461.7136907835296816906185822415589
45871,37462.4644690533866333125716419820667
45872,37463.4405762047669150853495781684320
45873,37463.7658269875016141882783248520832
45874,37464.3340180164446621539699185789264
45875,37465.6296416014288399809511966284123
45876,37466.1310264667663088262677826055409
45877,37467.1639459775526857914540568670581
45878,37467.7826712277046531788906449559422
45879,37468.4999938536798418535988651753096
45880,37469.0190029536263000191861273731051
45881,37469.4926049733597246700260466945703
45882,37470.3832610396353051289920768126468
45883,37471.0523348173467111413587594058539
45884,37471.5228508901649502121971397374034
45885,37472.7046731058667410676380485694852
45886,37473.2682599985780672866540694142391
45887,37474.2306122347645086874303077308274
45888,37475.1354749246802954892026901378416
45889,37475.7817154651985063779678563039150
45890,37476.2352253340412782135324840065091
45891,37476.7652199044182452987384278410796
45892,37477.5012448558811636717517467086287
45893,37478.6997050778869112651288312988928
45894,37479.2986789376463741094310065675206
45895,37479.8709398674686488427223712852463
45896,37480.3143190847335310624009201331525
45897,37480.9573239663550677715752239480214
45898,37481.8816874041910029089252118981669
45899,37482.7053948180891369878661295055884
45900,37483.6484657991587606883478346418731
45901,37484.4215339942706214457592434344396
45902,37485.1515726188526450335609707928032
45903,37485.8095392052755009774485424930017
45904,37486.4269336388862920512012821442061
45905,37487.1463266743773964401377641531019
45906,37487.7221534362224907044662799430309
45907,37488.1343643470477754941222819577347
45908,37489.1675681574170542106075141245072
45909,37489.8478771087166081978063407950369
45910,37490.6299062357674201619811043643791
45911,37491.6767111368396586916465313460232
45912,37492.1326290980178488850679145389201
45913,37493.1050510705342148201249624200628
45914,37493.2772911348610695384381176552108
45915,37494.5462919772732397201492407638730
45916,37495.2848313940652463729609983050698
45917,37495.8881961094966711943690188272870
45918,37496.2353657824698066033432782986191
45919,37497.4282849672221398653044830740574
45920,37497.7686472929846925004801714799809
45921,37498.4952759534242614307458853980560
45922,37499.2694954506007635474752520690677
45923,37499.6769199402045947368701648749875
45924,37500.5985936092138838916215703929715
45925,37502.3230644846476199024738484019714
45926,37502.5349864694755313422971600633294
45927,37502.8380563318507707690357970411261
45928,37503.9098984645009373587578653386267
45929,37504.3492089444168750651964100401061
45930,37505.0736221711203136760870049468334
45931,37505.7287801914418909574457276345044
45932,37506.4948931201457220072834344101953
45933,37507.4255016015334292401853199823558
45934,37508.1025425500505243945608658971474
45935,37508.4059293487337168520824962381987
45936,37509.3847821744651811840389640181170
45937,37510.3457203413849578248785043614298
45938,37511.1806197108679809872373791189159
45939,37511.5163934250516250391565209596295
45940,37512.4960830022036685290714127028247
45941,37513.2957741171747940226110988118209
45942,37514.0053353577195418116933357580990
45943,37514.7412053028475082334625295987907
45944,37515.3086773827107889399831912805569
45945,37515.6735589875108051632026902452049
45946,37516.1920702283881577391902053293344
45947,37517.3991407346908266106597792988708
45948,37518.0166366939623873794236327261666
45949,37519.1557767237087006843364597282457
45950,37519.6701937634663600467693293497358
45951,37520.4623213960053719374773846869122
45952,37521.3957161418520685954915552757393
45953,37521.8698897484885496777154441866791
45954,37522.2496662680190655124388934917165
45955,37523.1533134782073547489432821646976
45956,37524.0318243971760299663892324944034
45957,37524.6013973371190977944592293559767
45958,37525.3708302442597522473248544693108
45959,37526.1616286853156123817345042641837
45960,37526.6417222911361760571236036932303
45961,37527.2759617336255135289448465056247
45962,37528.1614989411451210212072368200983
45963,37529.0974049882753912363862354458105
45964,37530.1702089279155981421496293825832
45965,37530.6337102775945971851681864083509
45966,37531.4475738805946177097081881910693
45967,37531.8664538864270579327029451171720
45968,37532.2834863510860140624466794756208
45969,37533.4485381542265718913480627327352
45970,37534.0297632873327439357049805442375
45971,37534.4971264161780509790822546226368
45972,37535.1513784312731701054976462440222
45973,37536.1792679978527165942626615842622
45974,37537.3652591631413649588615919013128
45975,37537.6723951127857973667717222300419
45976,37538.5914739302944822824340286356488
45977,37539.1183813267535149570270302420675
45978,37539.7180279996042300515294743494095
45979,37540.5573870452674891181122267204514
45980,37541.6661311928916452116131890516427
45981,37542.0657942215644377048064503170936
45982,37542.5221599188670183640926262868238
45983,37543.5048868312826940148951691668851
45984,37543.9315633231835165258608096503967
45985,37544.6978972994750876086362950920848
45986,37545.2320020647022699056385225466271
45987,37546.5694442427603537244965047961403
45988,37547.3469007559509261090958860023275
45989,37547.8316012847128303142935040950582
45990,37548.7773132044849748846602752859038
45991,37549.5537801063838449075359242861727
45992,37549.9048476643414479767652956482936
45993,37550.5638332747458265162709074110438
45994,37551.1815775927882532721504381822522
45995,37551.7548871501360040406169858830846
45996,37553.1466732851374375188524586738807
45997,37553.5153270331504748206060631345824
45998,37554.1625257245471142136204329023011
45999,37554.8374117125410387276623192139193
46000,37555.8285750699078061382478938996350
46001,37556.5569307193152201196872746883888
46002,37557.4677767396808092946093463065160
46003,37557.8396002942679645195847270485009
46004,37558.6795505401748545958501342120307
46005,37559.5987141468939490615631002983667
46006,37560.0731708656301775926628310140640
46007,37560.8941515798244926574134379360541
46008,37561.2106900417560128135073060949830
46009,37562.1868390106517565588124854025024
46010,37562.4581598043248151336644288552622
46011,37563.5322928609986844868486052142627
46012,37564.5473153929534123509811985413362
46013,37565.6599862115435413393275659821160
46014,37566.1445672056291181199523903171215
46015,37566.5514041634907765371322447305972
46016,37567.0771361869654292713273213609017
46017,37568.1698094152904526992992246125441
46018,37568.6144798363816101846029823315473
46019,37569.4438553785189803698852756664467
46020,37570.3125037822755269136823009035664
46021,37570.7902308477307256778115240136173
46022,37571.3343295445305173315409228659736
46023,37572.3295668444792162557112794257854
46024,37573.2046419395753722830284198881825
46025,37573.7197763069418750032529076346014
46026,37574.2731593903174848567537182217918
46027,37575.8012677734986023197120449398724
46028,37576.0325541404309465516886707798571
46029,37577.1108017794690728502477287984043
46030,37577.2869441979957033895629874784411
46031,37578.0178443772144640881200073141187
46032,37578.9082935965746149256950098541628
46033,37579.2127692615951506649035284956553
46034,37580.0266723681138159315632722387064
46035,37581.0190430856833803002841062388988
46036,37581.6462617666510210589043302170254
46037,37582.6013177374584240461433414236827
46038,37583.4124463501030266720332118613260
46039,37584.1621378223878225051936615338660
46040,37584.5496192493533839940613144464782
46041,37585.5607281983475150992253178749132
46042,37586.0507527014582452253536934745754
46043,37586.5322345386591000063165876661889
46044,37587.7126511977520809764779051975852
46045,37588.4046451335163457795151976362473
46046,37589.0145142533973418213643868746717
46047,37589.4540661677311909258769252733806
46048,37590.0476129766249268826385468730922
46049,37590.7719554273867910159881904466084
46050,37592.2357067777885058237729556453473
46051,37592.7430747301814435703442260577102
46052,37593.6236624022100767145020350063621
46053,37594.0681736723193719349487545761203
46054,37594.8219140833735269434220763543914
46055,37595.7078829495504188071057078246367
46056,37596.0989171615672599859828283542920
46057,37596.6028816218264345226853087803621
46058,37597.6454492232193747768388308603554
46059,37597.9743741290376512043348182800922
46060,37599.2067194065159083778709818873286
46061,37599.7743712112738552882995698012679
46062,37600.5541960851153232650145619573779
46063,37601.4338893046112899876889182604546
46064,37602.1092502457913276503802701278166
46065,37602.5556509952944048070274825254727
46066,37603.4087722565834917454111770657518
46067,37604.5224508206133501311409405901239
46068,37605.1093785872719258615145852054629
46069,37605.4932318084878272492878805303565
46070,37606.0571457403024167079900690848107
46071,37606.9172961843150133778819380411097
46072,37607.6682993267699104312743325819937
46073,37608.3422583935980889989538020863644
46074,37608.7876279003068951851195419456070
46075,37610.1228371088825107020879500835872
46076,37610.9823358819524425629908373741625
46077,37611.6479243525318057324008532173006
46078,37612.4202022171518501751299201551823
46079,37612.8044652361982076809905581665652
46080,37613.2424151018039728611529377899551
46081,37614.0501815322592409003201199446917
46082,37615.1070930540963950436427744984358
46083,37615.7948973196504238100362553448116
46084,37616.1326615292954348436217134584278
46085,37617.2146222080474192094782201205087
46086,37617.8187667002724894315097581059014
46087,37618.2589324231564271782227970579516
46088,37619.6596068841357218390092200457685
46089,37619.9750081789060694039495146622297
46090,37620.9150751416405450786493121022777
46091,37621.6992438916636565468131465841666
46092,37622.2376755304087984596664951484941
46093,37623.0526560762617159247147953925222
46094,37623.7707089763409475063352983238430
46095,37624.4108767857015973957989985896501
46096,37624.6588689666303841414632996340422
46097,37625.5918649934194410306526860436346
46098,37626.0801524168259381652602150286507
46099,37627.5752436187708213191392228437180
46100,37628.3643526781449951271731726635071
46101,37628.6607874633365841508095859287595
46102,37629.4823460685241634962526035027173
46103,37630.2684757482789465362012325848159
46104,37631.0744586931502060161919349696384
46105,37631.4274945904704733507922800928498
46106,37632.2985874460042344579867898064587
46107,37632.9895496023347360080284233978277
46108,37633.7734650338330948277695870553257
46109,37634.6405193585785392477806991861978
46110,37634.9473150756062889806521103867668
46111,37635.6775426197106071109332845576393
46112,37636.5720155805933226450519910966104
46113,37637.2871319807937676380809252530345
46114,37638.2997391012138646054126157382962
46115,37639.2396584987763907562065181316545
46116,37639.9285988214086385519737433286964
46117,37640.0811212331840476572759652683649
46118,37641.2104735966296916104851405856963
46119,37641.4551320438872828676741873172379
46120,37642.1560372208131485738860525885111
46121,37643.0183469373315271607706036833755
46122,37643.9198777503773472225327069441622
46123,37644.5133113316993784688294525082415
46124,37644.9799525834700798901088280904819
46125,37646.3847168432488132327272788634526
46126,37647.1573916660429720545522671374137
46127,37647.4562232539390391305692698851336
46128,37648.1417560923938883150578940260505
46129,37648.7632729917039660376392072162858
46130,37649.9358612588875668451482479283291
46131,37650.4103592257188390370535173205379
46132,37651.3454245097872055416273514378160
46133,37651.7232343705724894708375295326429
46134,37652.3590461378006062973838153559737
46135,37652.8621512621187040330394679266008
46136,37653.9098272791696474995775908591691
46137,37654.4808598667327743426223172036287
46138,37655.6712886993530938741437134511111
46139,37656.5062738838720321873276601632462
46140,37657.0756461158138205371340250265321
46141,37657.7853534138102906135955237540282
46142,37658.1743692985864910870550220044518
46143,37659.3150122109507477866697591841821
46144,37659.6403814644772248844818849204636
46145,37660.1613903088809781451020803218450
46146,37660.9602683167638896677906836552067
46147,37662.1590060956189855144627297432926
46148,37662.5447963243522753963872878680562
46149,37663.3702966276775287754956631777408
46150,37664.1253189938853007638119799407274
46151,37664.6392842963807176164519185245648
46152,37665.7063131236684182505152212123618
46153,37666.5101401350449980167506073319178
46154,37667.1909606931157582039603708671501
46155,37667.7166535826500260739245100652166
46156,37668.5709440494244111886670030440351
46157,37669.0094160792831414542533718022478
46158,37669.9506894832886084145717835103482
46159,37670.5968305454256277968503001268829
46160,37670.8628923258204709526084502699406
46161,37671.6389761824464493979436405297520
46162,37672.8691830787022863801762661884883
46163,37673.8284630277051497168290581013831
46164,37674.4439809799048090230294449381619
46165,37675.1185507404124109996433367240812
46166,37675.8769417556717759987263011932746
46167,37676.2147410071025048520455440412769
46168,37676.8703250615553568984857696994683
46169,37677.8586242422523261317459833003382
46170,37678.6338849316564997819815777653305
46171,37679.4532041589918943577389808107502
46172,37679.7647421380957706090325498420439
46173,37680.3868748507781150234222566539367
46174,37681.4374363387855168965336208040461
46175,37682.0459951085428985466565924696383
46176,37683.0405380756965237796559306168341
46177,37683.8633394718291452616367398340769
46178,37684.0976604552375770366877895282994
46179,37685.6424425723002490030254655194855
46180,37686.0078491154156528367681724496889
46181,37686.4202844711253796080817636638188
46182,37687.0067241129390900161080707669037
46183,37687.6612460606589918732978927314177
46184,37688.5918836131786647142114222110965
46185,37689.0454658730626090489547921781893
46186,37690.1532891842738813006072297004869
46187,37690.8406865874240467394801936953107
46188,37691.7268879138297746218912387153786
46189,37692.4203620473775387907612589734967
46190,37693.0952097545474291027514524931277
46191,37693.8519455318552953414205109534356
46192,37694.3513795999120112886712693313483
46193,37695.1269798888204606838154931867195
46194,37696.0374021400790232124556185677497
46195,37696.6009328580784369203599897241792
46196,37697.1972921136191197434222009180526
46197,37698.1767119899390753421101384331501
46198,37698.6041098616873075639246184845831
46199,37699.1609970003529659006916596138932
46200,37699.8024871593412500848138130834497
46201,37701.3612663046453455228084997785685
46202,37702.1467313811247671757510671891537
46203,37702.4976376506855598471110984758989
46204,37703.1108917773478831382269543520434
46205,37703.8867458127420265275430744349303
46206,37704.4422354492738504513115801657644
46207,37705.3389489539841358387291009942495
46208,37705.9074341467061079182632519511105
46209,37706.3300993345105201016031412399373
46210,37707.4314928748226565351199308256274
46211,37708.0639160988549938734299478315137
46212,37708.9232045462635510066889261503021
46213,37709.8838480303355532610793717943204
46214,37710.2112689135830226857563838394203
46215,37711.2754789729671884241713620595133
46216,37711.5354932846402157114809863141218
46217,37712.8906118653443778954832778194609
46218,37713.1629102563016754370002984018911
46219,37714.1177626031584256200363817320331
46220,37714.9100046484606110046797391014121
46221,37715.0202386432182077769001255882959
46222,37715.8972410080417997936144016870065
46223,37716.3945343358639351857112496125378
46224,37717.6450367178226008328182333121947
46225,37718.1126366069847922424297804529697
46226,37719.2043468162226183455799531120792
46227,37719.9855430781194521307359785965513
46228,37720.7108512380126554835071941374965
46229,37721.3054790457269743399469481173900
46230,37721.9190589289169292850879784456403
46231,37722.5266801937193049589303876410156
46232,37722.9074765468654072405103620331720
46233,37724.0863963253327166900694664873016
46234,37724.9867319162833234618754449562732
46235,37725.4327252616939048095539159801316
46236,37726.1386123491581669608048137702222
46237,37726.4765446872066727073921408778984
46238,37727.9800384327323518169454886896184
46239,37728.3318830589186051990072894998060
46240,37729.0675615789076143181499518826157
46241,37730.2866938449927435592490026853346
46242,37730.6950968568268777044416813832872
46243,37731.1815635192262595106127208365537
46244,37732.0843590507002115617368455793491
46245,37732.8171010988963526055780071434081
46246,37733.2240706782501955073913147193328
46247,37733.9131099912826865144190079969614
46248,37734.6069046054068234817432378131695
46249,37735.3028156161537702611419769638763
46250,37736.5892025294759800786642895073711
46251,37737.4762895667827994226201735998075
46252,37738.0024309773162579899004164824818
46253,37738.3258125303464372651916590683766
46254,37739.2154308690573163066337165449448
46255,37739.8776144199699808579690481761666
46256,37740.8656184089002473032298384992306
46257,37741.4122249527087728209734018885884
46258,37742.0179135156014481704543765471912
46259,37742.6594159897645356778907003800871
46260,37743.6096424264343526832687284988282
46261,37744.1858066698535666041100716164350
46262,37744.6679971462523306551625747691369
46263,37745.6364778310133219156096279532157
46264,37746.4511865565717279610336341000131
46265,37747.5925466612179189522142439218435
46266,37748.1044658831412541094909342084482
46267,37748.7323785163362439798768784335050
46268,37749.4824016685198083720075775494418
46269,37750.0327226052416263560737398031344
46270,37750.4809834464358049236422319878860
46271,37751.2644347583553978730652929715820
46272,37752.1062722428601865872120494962837
46273,37752.8659999646832323172294214583259
46274,37753.6256012512265376370353236356197
46275,37754.5390512835754885153672862476733
46276,37754.8872836403366231141493546919996
46277,37756.2524926671373122095781688872470
46278,37756.7032179451578480485510488047269
46279,37757.2275424238077547747270278627240
46280,37757.7947412957631441434712207331473
46281,37758.7693217874574992050353199798896
46282,37759.8506351981489407512884931283508
46283,37760.2215492180677964551045969196668
46284,37760.5838651444375849983116616160118
46285,37761.5327941308959225131595916275649
46286,37761.9726558506087171383224267159525
46287,37762.6200281304733237506070600574018
46288,37764.0209140249647349310906773129856
46289,37764.8284680930465573468961327403421
46290,37765.3140455278052194816161437561962
46291,37766.1162569790686854123579039886834
46292,37766.8567676209463749204622762789522
46293,37767.3497417519741009278517755052161
46294,37768.0359059650916222535449596526531
46295,37768.5772519171630689334376742129314
46296,37769.6285629312211457838881133116104
46297,37770.0709680777534826490057245098586
46298,37770.8395883874336924690354696990673
46299,37771.7680230753657213907560292756624
46300,37772.4431282751742575395800913155976
46301,37773.3189882614742219509598404608859
46302,37773.6164368526353605309017884324051
46303,37774.7098700533806692437523653232856
46304,37775.4954618708692336961237041594066
46305,37776.5109389677443713626538961265047
46306,37776.7530962130587556587329500491036
46307,37777.5315784995629021167246905195544
46308,37777.8746302760886790676303599696559
46309,37778.9897033499263946279388141955714
46310,37779.4594790039134548796809973605630
46311,37780.2196784275835941721924529640421
46312,37780.6496639492911731713657062221457
46313,37782.0305987849051775751266218333192
46314,37782.8481836781841064774547873110797
46315,37783.6388700806508867437486994542083
46316,37784.1463635007734611214608108210007
46317,37784.4846301062058788564427003550461
46318,37785.4469939794080109543266030576808
46319,37786.1886463767353565061506556020888
46320,37786.5908825629231122118640662014973
46321,37787.9297234685835353667411675019360
46322,37788.2787033892590962268135840045990
46323,37788.8871749436731513892282166052652
46324,37789.5125612987035486698054093800683
46325,37790.2370356394965337439062027267362
46326,37791.2820502156491630133641736216802
46327,37792.1271593684612140692596486978370
46328,37792.8046431096398611766983046558308
46329,37793.5636082423664265043380175778106
46330,37794.1403937347765918886229721441641
46331,37795.1194737735697188045916506030232
46332,37795.4701068588091170920299758789373
46333,37796.4115536078307698867863791368973
46334,37796.6262255479144859567088914951513
46335,37797.0764141514011066553881910107877
46336,37798.5449271416395816280357607882026
46337,37799.3367590976989798932084724294465
46338,37799.6753107504790337398506676395967
46339,37800.9295208057734188704946331648004
46340,37801.3996349098601329761125358502594
46341,37802.0133818091771332704149664239807
46342,37802.8489153340013663627558612083415
46343,37803.4971765953475085900051163184151
46344,37804.2787295001603529931592079045194
46345,37804.8844276835629790190123052282413
46346,37805.7382347847965076912202794706624
46347,37806.4167170052382084933525496453183
46348,37806.7534297557691055233973882766636
46349,37807.7144556023421126891745785493582
46350,37808.2814464801782219449584521295578
46351,37809.0892748310064049745694534492973
46352,37810.2739534380492640227879770221455
46353,37811.1230589977612044847183861663236
46354,37811.7674046759565207236767139561181
46355,37812.3037623927446145075605473181235
46356,37812.5283953376223453350682322101295
46357,37813.4576427128815836023194617500477
46358,37814.3943771333386984480391695717314
46359,37814.7806078020365162551687641486921
46360,37815.8992217190418229942304283479012
46361,37816.1531841045850141775263232728594
46362,37817.0706509964382130396493725115289
46363,37818.0323116331942722458660689616279
46364,37819.0011633690637938358329712250874
46365,37819.2332654029552859774715046606259
46366,37820.0962202184457282594019123959433
46367,37820.7732699481546394918714633634212
46368,37821.7870044818430475682436923790242
46369,37822.5277227656255499197256298099297
46370,37822.9221502344211220293956769694093
46371,37823.6479784693336932267772076260633
46372,37824.3592132941590710117765018843491
46373,37824.7798344219445655319280718188663
46374,37825.5982700495373399684747672646067
46375,37826.3125986999221811837558947347879
46376,37827.8111518982716789903042923030697
46377,37828.2207227766361234862619236989631
46378,37828.7168805779047148774765635232498
46379,37829.6217889677239043184722943110064
46380,37830.5469095136346052306965411382350
46381,37830.8773542169632169319876590374446
46382,37831.3426999155489596867480767300221
46383,37832.2267592860690488446228076382567
46384,37833.0446801126295907750704332481185
46385,37833.8039311419776718994117434922346
46386,37834.7216529941013166335417411329870
46387,37835.0791099313907839736983836014431
46388,37835.6420695117400844885235537553892
46389,37836.6012675291671803753793015178728
46390,37837.6977696145659186420620977019398
46391,37838.3960833970136030164741884459621
46392,37838.8865563715560238201873671956859
46393,37839.8284951305360992126300545179568
46394,37840.3199557113649630576569984872803
46395,37841.1467470667297909292012681427335
46396,37841.5179321214311647715084280524817
46397,37842.2866964618958171327888635395798
46398,37843.0376327984833436065127628458039
46399,37843.6389356452405978434653866591899
46400,37844.4286059853791317782802388659851
46401,37845.7824660885362946283049092504034
46402,37846.2722097902093473416321802748917
46403,37846.9073329508324811626294862953652
46404,37847.7051767279445451762565545252204
46405,37848.2651993914063984091092425721006
46406,37848.5198319523042625249853711033982
46407,37850.0595915121208459872799793523402
46408,37850.5741097296517467442980066429654
46409,37850.9645725493716920481190030438310
46410,37851.8221379608833728628072415992875
46411,37852.2103175322697367455274948105601
46412,37853.2297910527930689177442887438305
46413,37853.9290881716798423522269826007375
46414,37854.7102921405249695253775755955112
46415,37855.4609736521314959562932226763330
46416,37856.8073532333114992438036214428587
46417,37856.9251997753521676082573334516595
46418,37857.8341945995793384310125323672066
46419,37858.3679335026248765989373131204211
46420,37858.9706820219583852241884751006528
46421,37859.5789296794261650170524529492809
46422,37860.2350923797279180975497852571618
46423,37861.2065672185502661213438692950412
46424,37861.8525168340962195959325663670973
46425,37862.8514295284935346453790883802022
46426,37863.2409461677204065657230388349205
46427,37864.4055005424707830025869408793599
46428,37864.8082646307416005294408653198784
46429,37865.6298401061661649418258554572757
46430,37866.4985617148759935257511283837666
46431,37866.9946468979385498801304563565984
46432,37867.8174014647391671595735955387188
46433,37868.3210735568899938778300055616610
46434,37869.4546039922919187395786103075999
46435,37869.9816812932982719579388679199849
46436,37870.2504394659052405532008560187021
46437,37870.8077654109715004391552162274549
46438,37871.8604100560520262613525267151938
46439,37873.1038550159561379802017080497745
46440,37873.8765250932043743236633436042534
46441,37874.5574462078963827307862812193684
46442,37874.8893706270966557865525660561004
46443,37875.6474198314704851504768458931731
46444,37876.4669037613633567361162450300730
46445,37877.1420508958676768157915974752221
46446,37877.6188735248579120567106880185601
46447,37878.3655986454906193338636582505254
46448,37879.4207669615904440886843257301596
46449,37879.9374567585730275052575478109283
46450,37880.4703286786920130028042275405575
46451,37881.5248462781465041172449411131771
46452,37882.3534344572257407634004920864748
46453,37882.8864806335174228815298020134850
46454,37883.4611820406883813114837785212449
46455,37884.7152587855034286036062232863979
46456,37885.2905589584480007661846171075865
46457,37885.9111850799188641794178162247319
46458,37886.5622692833909469540731844545069
46459,37886.9216851631137456694539871338199
46460,37887.6587235505714778397566894625246
46461,37888.6349626029148748897641527097175
46462,37889.0394280130193373661580711526619
46463,37890.3286604941591210276693356415520
46464,37890.6211449165020083357060863432741
46465,37892.0052115513887315681956426169054
46466,37892.6032074388871330203476145960865
46467,37893.0310575759905301864766929028325
46468,37893.6765887808216946684297331856423
46469,37894.3152603038938604511312319236841
46470,37894.9906282741600795206532546684043
46471,37896.0497289915481661740848845087622
46472,37896.7739144948460226381634153606602
46473,37897.1334159094923132201426544776711
46474,37897.9171370985796825495621622684315
46475,37898.6842043689868660882612635458599
46476,37899.1832540007047047677779651382725
46477,37900.1999805875111880786321757008052
46478,37901.4484539247220683969360654271566
46479,37901.7032770295677473737825204263412
46480,37902.6107204610309259570210233683252
46481,37903.1033644420719629283190514471519
46482,37904.0263741359166389781902912435880
46483,37904.3672308692620225547302952525210
46484,37905.2680236714616063968970873380554
46485,37905.9673474576014794458620768273790
46486,37906.1224959026745466771628215876257
46487,37907.2514948132294900863726760138284
46488,37908.4797980728153833438472249405004
46489,37909.0649522487018314540630374921687
46490,37909.6650340679340286200379510678671
46491,37910.2769071194850194222998857386168
46492,37911.0481800258016886564790142386834
46493,37912.1513409303690209992805920974947
46494,37912.2336196587964030517917461838901
46495,37913.3319789456944570325693331904479
46496,37914.0689708509255363903171420262224
46497,37914.5958526551874505710636191241121
46498,37915.0832460882945756514743536040463
46499,37916.1708754394308266177292614661244
46500,37916.5967660899356978320442732651405
46501,37917.0767261479692446638075675259597
46502,37918.5803619134202204462022624842215
46503,37919.1598858792305318148566457649179
46504,37919.9687826538459822987006857017553
46505,37920.6817111629855986617720589373506
46506,37921.3467165718398827668708928358189
46507,37921.7910512495064354900745044788210
46508,37922.2846691414873693095913148833825
46509,37923.0468732424794798068634027217551
46510,37924.1333165379000443701760773088264
46511,37924.8435129178347078757101454178159
46512,37925.3189843841744090298051173581938
46513,37925.9450873231960675520867193887010
46514,37926.9855995834923237474341811650435
46515,37927.8963219998317309594190136877849
46516,37928.5886841668474560739944449494346
46517,37928.8851260464480376770671378501927
46518,37929.8775032352368550707976751078654
46519,37930.6789465484245954632335923960068
46520,37931.5429418610878136026791940364847
46521,37932.0049337610582225373681624494712
46522,37932.6318577233913384236906505215063
46523,37933.0881449074760544100090337962876
46524,37933.9327883626618572149142904047499
46525,37934.4907504006982543330385226542677
46526,37935.5891266181051156106851020630657
46527,37936.6068618452025742716402908372615
46528,37937.3577461089247689352095540032202
46529,37937.9127038322158845338516062752889
46530,37938.4521716590507893813583351665843
46531,37939.1809806659703010105292024042277
46532,37939.9353792810656869600701682567003
46533,37940.6624272145860285510163081560317
46534,37941.2334383754272629269194182740936
46535,37941.8604016438570709070143566737711
46536,37942.9407096059964010179897916328561
46537,37943.4574602299904311876150103842893
46538,37944.1446598304166302398730905267056
46539,37944.8170822926636447501923046893855
46540,37945.6530684591555191165026780141172
46541,37946.3826099325667146479259635560204
46542,37947.6568794718415883883608608344337
46543,37948.1447632291795458340058591140273
46544,37948.6857089154434163790583615974266
46545,37948.9590192153434165063219713536801
46546,37950.2278653787063973381027630801706
46547,37950.6227714603026311247484284235926
46548,37951.1947756798921451802846036659127
46549,37951.8681108886914142002358520900467
46550,37952.8207021233422716688015719906314
46551,37953.5572242208698736181833588725668
46552,37954.7374626372838757577714555668265
46553,37955.0908497314797818592010988981560
46554,37956.2851358114985566708143011912661
46555,37956.3934069912799517130036649330381
46556,37956.9980336623606872918389568321133
46557,37957.9600628778130730333083182968403
46558,37958.7216156079983534450571757159723
46559,37959.5915179273593482538334751718032
46560,37960.1193084519617394753610755991994
46561,37960.8950993798586310734148201696131
46562,37961.1994642728398466272109525370475
46563,37961.7900880716004669052059676526400
46564,37963.2849377142628217443217192970404
46565,37963.6808043397077634184490127630148
46566,37964.6731290792068321941952539557544
46567,37965.3479265826893717253934400979263
46568,37966.0724199697351905300834790085631
46569,37966.9233320676539761329213871704489
46570,37967.3274684792027021191990961541096
46571,37967.8905454646918836969048155678933
46572,37968.4683128522002562669378877483276
46573,37969.2665610481816816326966127637515
46574,37970.2911521870871773932112625528069
46575,37970.8660182159997340128182823776446
46576,37971.6507386991071910292012108038754
46577,37972.6153531134734888147192245921459
46578,37972.9755564328391362807985188715677
46579,37974.1125178107581617779354206472610
46580,37974.4755755076836210244041921213593
46581,37975.3057983116516198953662892337537
46582,37976.2989300626956144249272919787765
