loop,t_near,u_near,distance,a,b,abs_a,abs_b,a_zero,b_zero,a_even,b_even,a_even_nonzero,b_even_nonzero,a_prime,b_prime,norm,norm_prime,theta_mod_2pi,arg_zeta_mod_2pi,theta_mod_pi,arg_zeta_mod_pi
8239,8357.534433138802,0.16666666666666666,0.04250420364897247,0,2,0,2,True,False,True,True,False,True,False,True,4,False,4.729717850259462,1.5534674569211333,1.5881251966696688,1.5534674569211333
8240,8358.844549384583,0.21666666666666667,0.04785756949603816,2,0,2,0,False,True,True,True,True,False,True,False,4,False,3.1584442585196584,6.26633370225073,0.01685160492986526,3.124741048660937
8241,8359.793775981994,0.43333333333333335,0.7740656407422106,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.28927352803424355,5.993911779146352,0.28927352803424355,2.8523191255565585
8242,8360.816291807547,0.7666666666666666,0.13441845853180437,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,3.9669424577963923,5.457835502973996,0.8253498042065992,2.316242849384203
8243,8361.64596773966,0.7333333333333333,0.28705199476914456,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,0.6678873772890839,5.615297929891511,0.6678873772890839,2.473705276301718
8244,8362.751843273558,0.85,0.07491372848715584,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,4.64550029343642,4.779277667333968,1.5039076398466271,1.637685013744175
8245,8363.419894762998,0.5166666666666666,0.031291311801232145,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,0.7651978879101904,5.517987419270406,0.7651978879101904,2.3763947656806126
8246,8364.077245551094,0.48333333333333334,0.7969549996480995,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.129617985093219,0.011974668497583748,3.129617985093219,0.011974668497583748
8247,8364.574258918195,0.4666666666666667,0.44856363233049135,0,1,0,1,True,False,True,False,False,False,False,False,1,False,4.91733876957268,1.3658465376079159,1.7757461159828871,1.3658465376079159
8248,8365.16718125998,0.26666666666666666,0.030059648539213696,-1,1,1,1,False,False,False,False,False,False,False,False,2,True,0.7668711394795693,2.3747215141112337,0.7668711394795693,2.3747215141112337
8249,8367.023079763505,0.6833333333333333,0.0805643032883204,4,-9,4,9,False,False,True,False,True,False,False,False,97,True,1.159413487443402,5.123771819737194,1.159413487443402,1.982179166147401
8250,8367.752697746537,0.25,0.28140410277655176,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,3.7839296184396005,5.640848342330789,0.6423369648498074,2.4992556887409956
8251,8368.487373541637,0.3,0.21481973613039745,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.1434860892268901,6.139699217953707,0.1434860892268901,2.9981065643639138
8252,8369.32910847654,0.3833333333333333,0.09094996747682017,2,0,2,0,False,True,True,True,True,False,True,False,4,False,3.1713756916624973,6.253402269107893,0.029783038072704215,3.1118096155180996
8253,8370.21864922705,0.3,0.16863122414246218,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.08809310867017928,6.195092198510418,0.08809310867017928,3.0534995449206246
8254,8371.050050845997,0.5166666666666666,0.578840746732573,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.0788974289587685,0.06269522463203532,3.0788974289587685,0.06269522463203532
8255,8371.89267385408,0.75,0.23508215974859026,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.110110623061516,0.1730746841190812,2.9685179694717228,0.1730746841190812
8256,8372.387857953858,0.2833333333333333,0.16109632318465925,0,2,0,2,True,False,True,True,False,True,False,True,4,False,1.6082975684826337,1.5332950851081704,1.6082975684826337,1.5332950851081704
8257,8373.255829834847,0.11666666666666667,0.04506233232753975,0,1,0,1,True,False,True,False,False,False,False,False,1,False,4.730769635031287,1.5524156721493105,1.5891769814414936,1.5524156721493105
8258,8374.685345591106,0.6833333333333333,0.05592015205967383,2,-1,2,1,False,False,True,False,True,False,True,False,5,True,3.5902718111567538,5.834506149613636,0.44867915756696064,2.6929134960238432
8259,8375.566151731466,0.6833333333333333,0.033520179175589304,2,-1,2,1,False,False,True,False,True,False,True,False,5,True,0.4758501457872413,5.807335161393357,0.4758501457872413,2.6657425078035635
8260,8376.217323062045,0.3333333333333333,0.02919822496419111,3,1,3,1,False,False,False,False,False,False,True,False,10,False,2.8185157675797896,0.3230768860110149,2.8185157675797896,0.3230768860110149
8261,8377.178342105482,0.5,0.3255369418117124,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.2759413030434885,0.007244004137109273,3.1343486494536954,0.007244004137109273
8262,8377.926508937058,0.36666666666666664,0.10453223943137577,4,2,4,2,False,False,True,True,True,True,False,True,20,False,2.6844485284679678,0.45714412512283703,2.6844485284679678,0.45714412512283703
8263,8378.993638929463,0.23333333333333334,0.3095706750295896,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.24055274625919054,6.042632560921407,0.24055274625919054,2.901039907331614
8264,8380.2472548096,0.7166666666666667,0.04006037481183533,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,4.750862625810832,4.673915334959559,1.609269972221039,1.5323226813697657
8265,8380.73388234581,0.43333333333333335,0.7835101009685431,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.21851079995226996,6.064674507228328,0.21851079995226996,2.923081853638535
8266,8381.215259506418,0.4166666666666667,0.6206615959859091,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.95046789534004,1.1911247582507651,1.95046789534004,1.1911247582507651
8267,8382.324222689514,0.5666666666666667,0.0691696739141504,3,1,3,1,False,False,False,False,False,False,True,False,10,False,5.9404826564406505,0.34270265073994804,2.7988900028508574,0.34270265073994804
8268,8383.228668906184,0.65,0.36944420683332607,1,0,1,0,False,True,False,True,False,False,False,False,1,False,2.911520789572826,0.2300718640179794,2.911520789572826,0.2300718640179794
8269,8383.724883826142,0.3833333333333333,0.06155351647656007,0,2,0,2,True,False,True,True,False,True,False,True,4,False,4.696937037390747,1.5862482697898521,1.5553443838009535,1.5862482697898521
8270,8385.932000258357,0.95,0.07294486757290906,-1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.07210477969814377,3.0694878738926623,0.07210477969814377,3.0694878738926623
8271,8386.380438731816,0.5166666666666666,0.2513810043194738,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,1.6856896577049483,4.5974956494756505,1.6856896577049483,1.4559029958858574
8272,8386.891307880342,0.3333333333333333,0.6086624984357418,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.5239290882967325,5.900848872473659,0.38233643470693934,2.7592562188838663
8273,8387.656110860391,0.43333333333333335,0.13454177462598366,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.275917255305409,0.0072680518751907,3.1343246017156154,0.0072680518751907
8274,8388.461223273334,0.6,0.6587174680553186,1,0,1,0,False,True,False,True,False,False,False,False,1,False,2.8898030943428807,0.2517895592479255,2.8898030943428807,0.2517895592479255
8275,8389.095368627606,0.4,0.030240693493495684,1,2,1,2,False,False,False,True,False,True,False,True,5,True,5.171703210221551,1.1114820969590482,2.030110556631758,1.1114820969590482
8276,8390.498016440699,0.5666666666666667,0.06444511443246323,2,-2,2,2,False,False,True,True,True,True,True,True,8,False,3.9358720679972876,5.488905892773105,0.7942794144074945,2.347313239183312
8277,8391.184325396462,0.4666666666666667,0.7968302903018128,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.12237605322162892,6.160809253958971,0.12237605322162892,3.0192166003691776
8278,8392.0169352207,0.7833333333333333,0.023084974303907244,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.1185680878829913,0.023024565707815418,3.1185680878829913,0.023024565707815418
8279,8393.11327946368,0.8666666666666667,0.08327280964821882,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,0.780700559268773,5.502484747911827,0.780700559268773,2.3608920943220335
8280,8393.35943218438,0.13333333333333333,0.09561537668567421,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.6665185888662037,1.4750740647246032,1.6665185888662037,1.4750740647246032
8281,8394.290624279067,0.2,0.07184058708828633,1,3,1,3,False,False,False,False,False,False,False,True,10,False,5.0175877218855405,1.2655975852950598,1.8759950682957474,1.2655975852950598
8282,8395.601173462588,0.35,0.11998171892839025,3,-1,3,1,False,False,False,False,False,False,True,False,10,False,3.4507465684800707,5.974031392290323,0.30915391489027755,2.83243873870053
8283,8396.405854019382,0.23333333333333334,0.06873975259619311,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.06345934155678634,6.219725965623814,0.06345934155678634,3.078133312034021
8284,8397.477695307138,0.6166666666666667,0.1213593142616653,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,3.9208798925216755,5.503898068248718,0.7792872389318823,2.362305414658925
8285,8398.34939446505,0.5833333333333334,0.15587128696363645,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,0.7748794890662083,5.508305818114392,0.7748794890662083,2.366713164524599
8286,8399.028382470917,0.36666666666666664,0.3999810407260209,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.218541644576746,6.206236316193648,0.07694899098695274,3.0646436626038547
8287,8399.618813192104,0.45,0.95007330158982,0,1,0,1,True,False,True,False,False,False,False,False,1,False,5.3435104866015735,0.9396748205790275,2.2019178330117803,0.9396748205790275
8288,8400.314437877982,0.55,0.06936109228514777,0,2,0,2,True,False,True,True,False,True,False,True,4,False,1.5639152726636425,1.5776773809271656,1.5639152726636425,1.5776773809271656
8289,8401.494701442796,0.55,0.05192425750784171,6,3,6,3,False,False,True,False,True,False,False,True,45,False,5.8118122539764485,0.4713730532041527,2.6702196003866554,0.4713730532041527
8290,8403.06425136616,0.8166666666666667,0.0735958368442776,-1,-2,1,2,False,False,False,True,False,True,False,True,5,True,5.177736313146738,4.247041647623656,2.036143659556945,1.1054489940338632
8291,8403.427768108522,0.26666666666666666,0.2883665428047159,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.2029379634655939,6.0802473437150075,0.2029379634655939,2.9386546901252144
8292,8404.24602281999,0.4666666666666667,0.0921447928822627,2,0,2,0,False,True,True,True,True,False,True,False,4,False,3.1480684760459567,6.276709484724438,0.006475822456163627,3.1351168311346447
8293,8405.544218367704,0.8333333333333334,0.057874306571548864,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,1.5375384449947234,4.745646862185878,1.5375384449947234,1.604054208596085
8294,8406.209298235954,0.5833333333333334,0.06847330364275624,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,3.931430011093042,5.493347949677353,0.7898373575032487,2.3517552960875596
8295,8406.844275169433,0.5333333333333333,0.41182820844786305,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.216993484497223,0.06619182268337874,3.07540083090743,0.06619182268337874
8296,8408.16530324416,0.8666666666666667,0.024095294179895758,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,4.688850677667737,4.735927283102658,1.5472580240779443,1.5943346295128649
8297,8408.61022093146,0.4666666666666667,0.14721611009847163,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.007170603146533949,6.276014704034068,0.007170603146533949,3.1344220504442752
8298,8409.476510434713,0.4666666666666667,0.0347767577963354,2,0,2,0,False,True,True,True,True,False,True,False,4,False,3.1254602044662363,0.01613244912457291,3.1254602044662363,0.01613244912457291
8299,8410.24697906809,0.55,0.8602956586496313,1,0,1,0,False,True,False,True,False,False,False,False,1,False,5.898871166433111,0.3843141407474919,2.7572785128433175,0.3843141407474919
8300,8411.03205187419,0.75,0.21567033625836735,1,1,1,1,False,False,False,False,False,False,False,False,2,True,2.441702910537522,0.6998897430532873,2.441702910537522,0.6998897430532873
8301,8412.358189947814,0.8,0.06396778983202903,3,-4,3,4,False,False,False,True,False,True,True,False,25,False,0.9322839459994015,5.350901361181201,0.9322839459994015,2.2093087075914077
8302,8413.227356566176,0.5666666666666667,0.08153047728533065,3,-4,3,4,False,False,False,True,False,True,True,False,25,False,4.061123718579651,5.363654242190744,0.919531064989858,2.222061588600951
8303,8414.507863342715,0.75,0.10400289227477491,-1,-1,1,1,False,False,False,False,False,False,False,False,2,True,2.3876088013966736,3.8955765057839296,2.3876088013966736,0.7539838521941364
8304,8415.093525037137,0.5,0.5549870237377899,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,4.4959529371298785,4.928825023640518,1.3543602835400854,1.7872323700507247
8305,8415.57402129794,0.5333333333333333,0.8682470817047713,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.225723548235656,0.05746175894494686,3.084130894645863,0.05746175894494686
8306,8416.243490571851,0.4666666666666667,0.01286205206003432,1,1,1,1,False,False,False,False,False,False,False,False,2,True,2.352628305278529,0.7889643483122813,2.352628305278529,0.7889643483122813
8307,8417.329023394987,0.6833333333333333,0.03521431240203742,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.260604157578825,0.022581149601778046,3.1190115039890323,0.022581149601778046
8308,8418.074230446382,0.5333333333333333,0.06286365820369526,2,1,2,1,False,False,True,False,True,False,True,False,5,True,2.660244358868489,0.48134829472232127,2.660244358868489,0.48134829472232127
8309,8418.648790869907,0.11666666666666667,0.016875263888266948,0,1,0,1,True,False,True,False,False,False,False,False,1,False,4.728746179096028,1.5544391280845757,1.5871535255062348,1.5544391280845757
8310,8419.867104085943,0.6833333333333333,0.4335069827901973,1,0,1,0,False,True,False,True,False,False,False,False,1,False,2.831732054865043,0.30986059872576777,2.831732054865043,0.30986059872576777
8311,8420.305837085614,0.2,0.06573008213987085,-1,3,1,3,False,False,False,False,False,False,False,True,10,False,4.411280166134148,1.871905141046456,1.2696875125443547,1.871905141046456
8312,8422.001480079567,0.5666666666666667,0.041598001789297186,1,-2,1,2,False,False,False,True,False,True,False,True,5,True,4.232939562289964,5.191838398480433,1.0913469087001708,2.05024574489064
8313,8422.579703825622,0.23333333333333334,0.034620459693371866,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.03157947888720969,6.251605828293394,0.03157947888720969,3.1100131747036013
8314,8423.322258589624,0.55,0.9483774757577713,1,0,1,0,False,True,False,True,False,False,False,False,1,False,2.7050879273261614,0.4365047262646497,2.7050879273261614,0.4365047262646497
8315,8424.164836505708,0.4166666666666667,0.0464709234145588,5,3,5,3,False,False,False,False,False,False,True,True,34,False,5.738761295240323,0.5444240119402812,2.59716864165053,0.5444240119402812
8316,8425.56499061082,0.5333333333333333,0.482283982410876,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,4.496876805635402,4.927901155134995,1.3552841520456091,1.7863085015452018
8317,8426.063583468465,0.5,0.7222725722161614,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.008919540608118837,6.274265766572486,0.008919540608118837,3.132673112982693
8318,8426.951380776101,0.6666666666666666,0.17285853408779592,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.205549427356388,6.21922853341401,0.06395677376659492,3.077635879824217
8319,8427.773496342565,0.6666666666666666,0.17501472369173537,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.165725350610089,0.11745995657051625,3.0241326970202955,0.11745995657051625
8320,8428.261053866287,0.4,0.11244722699422073,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.6380981111449486,1.5034945424458632,1.6380981111449486,1.5034945424458632
8321,8429.76734527167,0.8333333333333334,0.030498159152374495,3,-3,3,3,False,False,False,False,False,False,True,True,18,False,0.7787352916661803,5.504450015514425,0.7787352916661803,2.3628573619246316
8322,8430.113973476742,0.1,0.017149584013349234,1,2,1,2,False,False,False,True,False,True,False,True,5,True,2.0268859082666495,1.1147067453241626,2.0268859082666495,1.1147067453241626
8323,8431.280802523415,0.13333333333333333,0.06530257306903851,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.228495947909778,0.05468935927082749,3.086903294319985,0.05468935927082749
8324,8432.125473996774,0.16666666666666666,0.18748622988371016,1,0,1,0,False,True,False,True,False,False,False,False,1,False,2.9869206673822433,0.15467198620856912,2.9869206673822433,0.15467198620856912
8325,8433.121802701802,0.43333333333333335,0.7974479378212357,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.29150813309384205,5.991677174086764,0.29150813309384205,2.8500845204969707
8326,8433.698481620162,0.35,0.12536349328719834,1,1,1,1,False,False,False,False,False,False,False,False,2,True,2.368151819937296,0.7734408336535168,2.368151819937296,0.7734408336535168
8327,8434.768916974432,0.55,0.24614366263627357,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.222884304563152,0.060301002617453754,3.081291650973359,0.060301002617453754
8328,8435.635617600674,0.7666666666666666,0.09089349602201782,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.060814450390062,0.08077820320075105,3.060814450390062,0.08077820320075105
8329,8436.94122126792,0.9166666666666666,0.09937850937688758,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,1.4793825579630777,4.803802749217528,1.4793825579630777,1.662210095627735
8330,8437.396786586398,0.4166666666666667,0.062381645876374826,2,0,2,0,False,True,True,True,True,False,True,False,4,False,3.1199928643958685,0.02159978919494459,3.1199928643958685,0.02159978919494459
8331,8438.293699416352,0.5833333333333334,0.18329943330210213,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.06686205677591062,6.216323250404696,0.06686205677591062,3.074730596814903
8332,8439.15231044689,0.8166666666666667,0.018675633295239337,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.159024843791606,6.265753116978794,0.01743219020181286,3.1241604633890008
8333,8440.10804952798,0.6166666666666667,0.07335445062794245,6,-2,6,2,False,False,True,True,True,True,False,True,40,False,0.3178462444073915,5.965339062773215,0.3178462444073915,2.823746409183422
8334,8441.169336216613,0.5166666666666666,0.0732954286580824,2,-3,2,3,False,False,True,False,True,False,True,True,13,True,4.140036394007311,5.284741566763089,0.9984437404175175,2.143148913173296
8335,8442.144045779092,0.7,0.2547347648718359,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,1.367295253563121,4.915890053617486,1.367295253563121,1.7742974000276925
8336,8442.623158668119,0.3333333333333333,0.08563851482828115,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.0928545554994216,0.04873809809139229,3.0928545554994216,0.04873809809139229
8337,8443.51062115682,0.48333333333333334,0.17709208024899306,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.005964721615157487,6.277220585565449,0.005964721615157487,3.135627931975656
8338,8444.594159463719,0.6333333333333333,0.03128732201371653,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,3.9085124310770993,5.516265529693301,0.7669197774873062,2.3746728761035083
8339,8445.192426519512,0.5333333333333333,0.8215478905294653,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.063302889091858,0.21988241808874925,2.921710235502065,0.21988241808874925
8340,8445.694778955774,0.4166666666666667,0.019926559635130476,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.5894667977272903,1.552125855863524,1.5894667977272903,1.552125855863524
8341,8446.778258726034,0.65,0.041576377976824286,2,2,2,2,False,False,True,True,True,True,True,True,8,False,5.4919437851868125,0.7912415219937952,2.3503511315970194,0.7912415219937952
8342,8447.430052209917,0.21666666666666667,0.12319776643532171,0,6,0,6,True,False,True,True,False,True,False,False,36,False,1.5564214541607413,1.5851711994300732,1.5564214541607413,1.5851711994300732
8343,8448.864027674843,0.26666666666666666,0.09345419082633982,2,-1,2,1,False,False,True,False,True,False,True,False,5,True,0.4382905446495826,5.844894762531025,0.4382905446495826,2.703302108941232
8344,8449.664641856609,0.25,0.2247343418595905,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.3220858496301773,6.1026921111402235,0.18049319604038416,2.9610994575504304
8345,8450.464664210062,0.35,0.15495588889575834,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.203787289038239,0.07939801814236923,3.0621946354484457,0.07939801814236923
8346,8451.352720261786,0.5166666666666666,0.14905685630514653,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.1194474544201682,0.022145199170646845,3.1194474544201682,0.022145199170646845
8347,8452.014117517416,0.4,0.05550022486090119,1,1,1,1,False,False,False,False,False,False,False,False,2,True,5.501881011528184,0.7813042956524247,2.3602883579383906,0.7813042956524247
8348,8452.658147098695,0.1,0.06980077302455481,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.5385936487109078,1.6029990048799077,1.5385936487109078,1.6029990048799077
8349,8454.031316215103,0.35,0.4668107900276481,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.20186587078994478,6.081319436390664,0.20186587078994478,2.9397267828008706
8350,8454.831704977598,0.6,0.21719801420119147,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.085093885748094,0.056498767842721516,3.085093885748094,0.056498767842721516
8351,8455.350339617316,0.4,0.4014544004295347,0,1,0,1,True,False,True,False,False,False,False,False,1,False,4.953383625849412,1.3298016813311968,1.8117909722596188,1.3298016813311968
8352,8456.259600200621,0.36666666666666664,0.03447678948095304,2,5,2,5,False,False,True,False,True,False,True,True,29,True,1.9456874543697253,1.1959051992210905,1.9456874543697253,1.1959051992210905
8353,8457.431867802296,0.5333333333333333,0.47664790608172064,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.168696189697037,0.1144891174835717,3.0271035361072443,0.1144891174835717
8354,8458.903735712245,0.8833333333333333,0.029336029593203392,-1,-2,1,2,False,False,False,True,False,True,False,True,5,True,5.187922968109092,4.236854992661311,2.046330314519299,1.0952623390715175
8355,8459.18883224244,0.15,0.10331704538499654,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.2149995608361905,0.06818574634441876,3.0734069072463974,0.06818574634441876
8356,8460.383901219935,0.5166666666666666,0.04345703227329747,1,-2,1,2,False,False,False,True,False,True,False,True,5,True,4.237171026105763,5.18760693466464,1.0955783725159698,2.0460142810748465
8357,8461.292478450567,0.5833333333333334,0.574641087064924,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,1.2272834979881537,5.055901809192456,1.2272834979881537,1.9143091556026626
8358,8461.816387150006,0.5,0.7365628902604586,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.114772279157094,0.02682037443372235,3.114772279157094,0.02682037443372235
8359,8462.33899475106,0.4666666666666667,0.6048364181297472,0,1,0,1,True,False,True,False,False,False,False,False,1,False,4.997589744357882,1.2855955628227282,1.8559970907680885,1.2855955628227282
8360,8462.91800098723,0.21666666666666667,0.06628083853954739,-1,1,1,1,False,False,False,False,False,False,False,False,2,True,0.8004301655894821,2.3411624880013346,0.8004301655894821,2.3411624880013346
8361,8464.437975936049,0.55,0.019634996567301694,3,0,3,0,False,True,False,True,False,False,True,False,9,False,6.276643060970223,0.006542246210387416,3.1350504073804295,0.006542246210387416
8362,8465.087211588878,0.31666666666666665,0.033580517002276364,1,1,1,1,False,False,False,False,False,False,False,False,2,True,2.33258570003548,0.8090069535553369,2.33258570003548,0.8090069535553369
8363,8466.289327371958,0.5833333333333334,0.047599524918746465,5,-2,5,2,False,False,False,True,False,True,True,True,29,True,0.38056317167662,5.90262213550399,0.38056317167662,2.761029481914197
8364,8467.500761319961,0.8333333333333334,0.03534799789650392,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,4.745385168762148,4.679392792008255,1.6037925151723549,1.5378001384184623
8365,8468.16127181552,0.65,0.11495364833260124,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,0.8420695771005597,5.441115730080051,0.8420695771005597,2.2995230764902574
8366,8469.002599005318,0.7,0.1295077062910485,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,3.8734729414195357,5.551305019350868,0.7318802878297426,2.4097123657610746
8367,8469.798460906124,0.5333333333333333,0.021980179705204536,2,-1,2,1,False,False,True,False,True,False,True,False,5,True,0.45791254046636,5.825272766714251,0.45791254046636,2.683680113124458
8368,8470.551511715812,0.4666666666666667,0.20735567940709462,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.171316280116308,6.253461680654096,0.029723626526514835,3.1118690270643032
8369,8471.293481699911,0.35,0.08902045447320303,2,1,2,1,False,False,True,False,True,False,True,False,5,True,5.844826164993002,0.43835914218760924,2.7032335114032087,0.43835914218760924
8370,8472.320449177854,0.45,0.5746839550276238,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.262124085391349,6.162653875379055,0.12053143180155601,3.021061221789262
8371,8473.155960318709,0.6833333333333333,0.04142847451571917,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.272776502391878,0.010408804788733479,3.1311838488020847,0.010408804788733479
8372,8474.002389244546,0.7666666666666666,0.14786591328185283,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.0396263916196986,0.10196626197111966,3.0396263916196986,0.10196626197111966
8373,8474.674980831383,0.75,0.05489880927479217,1,1,1,1,False,False,False,False,False,False,False,False,2,True,5.463283550485961,0.81990175669465,2.3216908968961683,0.81990175669465
8374,8474.909125624175,0.03333333333333333,0.06011899694559506,-1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.023835998702807615,3.117756654888011,0.023835998702807615,3.117756654888011
8375,8477.098321040461,0.4,0.40943500494660257,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,1.6295447582652898,4.653640548915321,1.6295447582652898,1.5120478953255283
8376,8477.601953444719,0.4,0.5889822646244592,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.444453660771721,5.980324299998684,0.302861007181928,2.838731646408891
8377,8478.382332334462,0.5,0.3112489653794026,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.256686281152831,0.02649902602778101,3.115093627563038,0.02649902602778101
8378,8479.443268008123,0.6833333333333333,0.3208097982144552,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,3.7968269254878066,5.6279510352825985,0.6552342718980135,2.4863583816928054
8379,8480.135693669356,0.5333333333333333,0.09809628619040778,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.008992695758543334,6.274192611422069,0.008992695758543334,3.1325999578322756
8380,8481.020581719224,0.65,0.12048141654067288,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.1979773964663494,6.226800564304056,0.05638474287655626,3.0852079107142627
8381,8481.839137959987,0.7833333333333333,0.15955054784429332,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.147954741128679,0.1352305660519337,3.0063620875388857,0.1352305660519337
8382,8482.311574955125,0.21666666666666667,0.07995833959527066,0,3,0,3,True,False,True,False,False,False,False,True,9,False,1.5673930026717215,1.5741996509190979,1.5673930026717215,1.5741996509190979
8383,8483.599647058372,0.5166666666666666,0.7937007056932541,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.20956437811428,0.07362092906633298,3.0679717245244866,0.07362092906633298
8384,8484.920597305903,0.85,0.08753083392381171,0,-2,0,2,True,False,True,True,False,True,False,True,4,False,4.687143805201252,4.737634155569154,1.545551151611459,1.5960415019793608
8385,8485.33342723566,0.3333333333333333,0.19253268472900126,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.175022726548399,0.10816258063221441,3.0334300729586055,0.10816258063221441
8386,8486.229617794304,0.5166666666666666,0.18245610423804398,3,0,3,0,False,True,False,True,False,False,True,False,9,False,3.1218292735991326,0.019763379991687337,3.1218292735991326,0.019763379991687337
8387,8487.556392772529,0.7833333333333333,0.09989068096127307,0,-2,0,2,True,False,True,True,False,True,False,True,4,False,1.6206071290348305,4.6625781781457825,1.6206071290348305,1.5209855245559893
8388,8487.959128521028,0.18333333333333332,0.12274856644601811,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.07216806952281,0.06942458406801004,3.07216806952281,0.06942458406801004
8389,8488.906909447925,0.3333333333333333,0.4415053033798934,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.20506132422015355,6.07812398296046,0.20506132422015355,2.936531329370667
8390,8489.709048710512,0.5333333333333333,0.3547095141375637,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.0962462394301866,0.045346414160633855,3.0962462394301866,0.045346414160633855
8391,8490.558418498164,0.6833333333333333,0.25185718045564,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.157707466975992,0.12547784020462135,3.0161148133861992,0.12547784020462135
